strain,date,S1_mutations,clade_membership,country,current_frequency,division,emerging_lineage,epiweek,genbank_accession,host,mutational_fitness,pango_lineage,recency,region,url,author,accession,originating_lab,submitting_lab,logistic_growth
PAK/JRCGR_KHI_SCV-162/2021,8/25/2021,8,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398480,Homo sapiens,1.19,B.1.617.2,One month ago,Asia,,Irfan et al Q,,,,-3.69
BHR/342547121/2021,9/6/2021,8,21J (Delta),Bahrain,0,Bahrain,B.1.617.2 (Delta),202136,OK148300,Homo sapiens,1.21,B.1.617.2,Older,Asia,,Alwasti et al EM,,,,-3.69
Switzerland/AG-ETHZ-34325813/2021,10/4/2021,8,21J (Delta),Switzerland,0,Aargau,B.1.617.2 (Delta),202140,OU907390,Homo sapiens,1.22,,1-2 days ago,Europe,,? CR,,,,-3.69
BHR/921149099/2021,7/16/2021,8,21J (Delta),Bahrain,,Bahrain,B.1.617.2 (Delta),202128,MZ620603,Homo sapiens,1.31,B.1.617.2,Older,Asia,,Alwasti et al EN,,,,
OU857591,10/9/2021,6,21J (Delta),Slovakia,0,Slovakia,B.1.617.2 (Delta),202140,OU857591,Homo sapiens,1.13,B.1.617.2,One week ago,Europe,,? N,,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",-3.69
OU706814,8/18/2021,8,21J (Delta),Slovakia,0,Slovakia,B.1.617.2 (Delta),202133,OU706814,Homo sapiens,1.22,B.1.617.2,Older,Europe,,? N,,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",-3.69
Switzerland/BL-UHB-43090089/2021,10/6/2021,8,21J (Delta),Switzerland,0,Basel-Land,B.1.617.2 (Delta),202140,OU904835,Homo sapiens,1.22,,1-2 days ago,Europe,,? CS,,,,-3.69
BHR/342313923/2021,6/26/2021,8,21J (Delta),Bahrain,,Bahrain,B.1.617.2 (Delta),202125,MZ620630,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Alwasti et al EO,,,,
OU516931,7/30/2021,8,21J (Delta),Germany,,Bavaria,B.1.617.2 (Delta),202130,OU516931,Homo sapiens,1.2,B.1.617.2,Older,Europe,,? F,,"SYNLAB Labor München Zentrum LMZ, Bayerstraße 53; 80335 München",Robert Koch Institute,
Switzerland/VD-CHUV-GEN5515/2021,6/30/2021,8,21J (Delta),Switzerland,,Vaud,B.1.617.2 (Delta),202126,OU407513,Homo sapiens,1.19,B.1.617.2,Older,Europe,,? CT,,"CHUV, CH-1011 Lausanne, Switzerland","laboratory of genomics and metagenomics, institute of microbiology, university hospital centre and university of lausanne, switzerland",
Switzerland/GE-DIA-161342073601/2021,8/5/2021,8,21J (Delta),Switzerland,,Geneva,B.1.617.2 (Delta),202131,OU754799,Homo sapiens,1.19,B.1.617.2,One month ago,Europe,,? CU,,"Dianalabs SA, Rue de la coline 6 - 1205 Genève",Medisupport,
Switzerland/GE-HUG-34855096/2021,7/23/2021,8,21J (Delta),Switzerland,,Geneva,B.1.617.2 (Delta),202129,OU572929,Homo sapiens,1.19,B.1.617.2,Older,Europe,,? CV,,"Laboratoire de virologie, Geneva, Switzerland",HUG,
Switzerland/SG-ETHZ-34221243/2021,9/23/2021,8,21J (Delta),Switzerland,0,Sankt Gallen,B.1.617.2 (Delta),202138,OU842236,Homo sapiens,1.19,B.1.617.2,One week ago,Europe,,? CW,,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,-16.38
Switzerland/SG-ETHZ-34047351/2021,9/9/2021,8,21J (Delta),Switzerland,0,Sankt Gallen,B.1.617.2 (Delta),202136,OU839667,Homo sapiens,1.19,B.1.617.2,One week ago,Europe,,? CX,,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,-16.38
Switzerland/GE-HUG-34798958/2021,7/17/2021,8,21J (Delta),Switzerland,,Geneva,B.1.617.2 (Delta),202128,OU572236,Homo sapiens,1.19,B.1.617.2,Older,Europe,,? CY,,"Laboratoire de virologie, Geneva, Switzerland",HUG,
USA/NE-CDC-LC0268493/2021,8/27/2021,8,21J (Delta),USA,0,Nebraska,B.1.617.2 (Delta),202134,OK307895,Homo sapiens,1.19,B.1.617.2,Older,North America,,Howard et al CM,,,,-16.38
Switzerland/GE-HUG-34931550/2021,8/1/2021,8,21J (Delta),Switzerland,,Geneva,B.1.617.2 (Delta),202131,OU576296,Homo sapiens,1.19,B.1.617.2,Older,Europe,,? CZ,,"Laboratoire de virologie, Geneva, Switzerland",HUG,
Switzerland/GE-ETHZ-33611643/2021,7/29/2021,8,21J (Delta),Switzerland,,Geneva,B.1.617.2 (Delta),202130,OU574885,Homo sapiens,1.19,B.1.617.2,Older,Europe,,? DA,,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
PAK/JRCGR_KHI_SCV-136/2021,8/1/2021,8,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398459,Homo sapiens,1.2,B.1.617.2,One month ago,Asia,,Irfan et al R,,,,
PAK/JRCGR_SCV-105/2021,7/9/2021,7,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202127,MZ976783,Homo sapiens,1.1,B.1.617.2,Older,Asia,,Irfan et al S,,,,
PAK/152313/2021,6/28/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202126,OK036765,Homo sapiens,1.2,B.1.617.2,Older,Asia,,Nisar et al C,,,,
PAK/JRCGR_KHI_SCV-155/2021,8/26/2021,8,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398474,Homo sapiens,1.41,B.1.617.2,One month ago,Asia,,Irfan et al T,,,,-16.38
PAK/JRCGR_KHI_SCV-129/2021,8/27/2021,8,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398452,Homo sapiens,1.19,B.1.617.2,One month ago,Asia,,Irfan et al U,,,,-16.38
PAK/JRCGR_KHI_SCV-123/2021,8/6/2021,8,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398446,Homo sapiens,1.19,B.1.617.2,One month ago,Asia,,Irfan et al V,,,,
PAK/JRCGR_KHI_SCV-135/2021,8/27/2021,9,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398458,Homo sapiens,1.2,B.1.617.2,One month ago,Asia,,Irfan et al W,,,,-16.38
PAK/153181/2021,7/1/2021,10,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202126,OK036768,Homo sapiens,1.18,B.1.617.2,Older,Asia,,Nisar et al D,,,,
PAK/JRCGR_KHI_SCV-131/2021,8/27/2021,9,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398454,Homo sapiens,1.25,B.1.617.2,One month ago,Asia,,Irfan et al X,,,,-16.38
PAK/JRCGR_KHI_SCV-150/2021,8/1/2021,9,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398473,Homo sapiens,1.19,B.1.617.2,One month ago,Asia,,Irfan et al Y,,,,
PAK/JRCGR_KHI_SCV-148/2021,8/2/2021,8,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398471,Homo sapiens,1.16,B.1.617.2,One month ago,Asia,,Irfan et al Z,,,,
PAK/152351/2021,6/30/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202126,OK036767,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Nisar et al E,,,,
PAK/164706/2021,7/18/2021,9,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202129,OK148172,Homo sapiens,1.18,B.1.617.2,Older,Asia,,Kabir et al D,,,,
PAK/JRCGR_SCV-101/2021,7/9/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202127,MZ676660,Homo sapiens,1.18,B.1.617.2,Older,Asia,,Irfan et al AA,,,,
PAK/JRCGR_SCV-107/2021,7/9/2021,8,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202127,MZ976785,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Irfan et al AB,,,,
PAK/JRCGR_SCV-100/2021,7/1/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202126,MZ676659,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Irfan et al AC,,,,
PAK/153093/2021,7/3/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202126,OK036770,Homo sapiens,1.2,AY.10,Older,Asia,,Nisar et al F,,,,
PAK/165542/2021,7/19/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202129,OK148174,Homo sapiens,1.18,AY.39,Older,Asia,,Kabir et al E,,,,
PAK/152232/2021,6/29/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202126,OK036766,Homo sapiens,1.19,AY.39,Older,Asia,,Nisar et al G,,,,
PAK/JRCGR_KHI_SCV-138/2021,8/27/2021,8,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398461,Homo sapiens,1.18,B.1.617.2,One month ago,Asia,,Irfan et al AD,,,,-16.38
PAK/JRCGR_SCV-106/2021,7/9/2021,9,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202127,MZ976784,Homo sapiens,1.18,B.1.617.2,Older,Asia,,Irfan et al AE,,,,
PAK/JRCGR_KHI_SCV-117/2021,8/27/2021,8,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398440,Homo sapiens,1.19,B.1.617.2,One month ago,Asia,,Irfan et al AF,,,,-16.38
PAK/JRCGR_KHI_SCV-146/2021,8/2/2021,8,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398469,Homo sapiens,1.19,B.1.617.2,One month ago,Asia,,Irfan et al AG,,,,
PAK/159331/2021,7/11/2021,8,21J (Delta),Pakistan,,Karachi,B.1.617.2 (Delta),202128,OK148171,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Kabir et al F,,,,
PAK/JRCGR_KHI_SCV-149/2021,8/27/2021,8,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398472,Homo sapiens,1.2,B.1.617.2,One month ago,Asia,,Irfan et al AH,,,,-16.38
PAK/UOL-IMBB-King_Khalid_University21/2021,9/15/2021,9,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202137,OK558012,Homo sapiens,1.15,B.1.617.2,One week ago,Asia,,Khan et al F,,,,-16.38
PAK/JRCGR_KHI_SCV-140/2021,8/20/2021,7,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202133,OK398463,Homo sapiens,1.18,B.1.617.2,One month ago,Asia,,Irfan et al AI,,,,-16.38
PAK/JRCGR_KHI_SCV-143/2021,8/20/2021,7,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202133,OK398466,Homo sapiens,1.16,B.1.617.2,One month ago,Asia,,Irfan et al AJ,,,,-16.38
PAK/JRCGR_KHI_SCV-142/2021,8/20/2021,7,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202133,OK398465,Homo sapiens,1.17,B.1.617.2,One month ago,Asia,,Irfan et al AK,,,,-16.38
PAK/JRCGR_KHI_SCV-165/2021,8/2/2021,6,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398482,Homo sapiens,1.07,AY.28,One month ago,Asia,,Irfan et al AL,,,,
PAK/JRCGR_KHI_SCV-144/2021,8/20/2021,7,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202133,OK398467,Homo sapiens,1.16,B.1.617.2,One month ago,Asia,,Irfan et al AM,,,,-16.38
PAK/JRCGR_KHI_SCV-133/2021,8/20/2021,5,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202133,OK398456,Homo sapiens,1.12,B.1.617.2,One month ago,Asia,,Irfan et al AN,,,,-16.38
PAK/JRCGR_KHI_SCV-173/2021,7/28/2021,8,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202130,OK398490,Homo sapiens,1.1,B.1.617.2,One month ago,Asia,,Irfan et al AO,,,,
PAK/JRCGR_KHI_SCV-167/2021,7/30/2021,5,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202130,OK398484,Homo sapiens,1.05,AY.10,One month ago,Asia,,Irfan et al AP,,,,
PAK/JRCGR_KHI_SCV-118/2021,8/28/2021,5,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202134,OK398441,Homo sapiens,1.03,B.1.617.2,One month ago,Asia,,Irfan et al AQ,,,,-16.38
PAK/JRCGR_KHI_SCV-166/2021,8/30/2021,7,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202135,OK398483,Homo sapiens,1.12,B.1.617.2,One month ago,Asia,,Irfan et al AR,,,,-16.38
PAK/JRCGR_KHI_SCV-139/2021,8/5/2021,8,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398462,Homo sapiens,1.12,B.1.617.2,One month ago,Asia,,Irfan et al AS,,,,
PAK/JRCGR_KHI_SCV-180/2021,8/16/2021,8,21J (Delta),Pakistan,0,Pakistan,B.1.617.2 (Delta),202133,OK398497,Homo sapiens,0.95,B.1.617.2,One month ago,Asia,,Irfan et al AT,,,,-16.38
PAK/JRCGR_KHI_SCV-159/2021,8/5/2021,7,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202131,OK398477,Homo sapiens,1.13,B.1.617.2,One month ago,Asia,,Irfan et al AU,,,,
PAK/JRCGR_KHI_SCV-168/2021,7/28/2021,7,21J (Delta),Pakistan,,Pakistan,B.1.617.2 (Delta),202130,OK398485,Homo sapiens,1.13,B.1.617.2,One month ago,Asia,,Irfan et al AV,,,,
USA/VT-CDCBI-CRSP_XWUGEZEY6EPWSA4J/2021,7/30/2021,9,21J (Delta),USA,,Vermont,B.1.617.2 (Delta),202130,MZ720722,Homo sapiens,1.38,B.1.617.2,Older,North America,,Lemieux et al J,,Broad Institute Clinical Research Sequencing Platform,Broad Institute Genomic Center for Infectious Diseases,
USA/VT-CDC-QDX26380777/2021,6/26/2021,8,21J (Delta),USA,,Vermont,B.1.617.2 (Delta),202125,MZ590599,Homo sapiens,1.38,B.1.617.2,Older,North America,,Howard et al CN,,Quest Diagnostics Incorporated,CDC-OAMD,
USA/MT-CDC-QDX29644741/2021,10/6/2021,8,21J (Delta),USA,0,Montana,B.1.617.2 (Delta),202140,OK596087,Homo sapiens,1.38,B.1.617.2,3-7 days ago,North America,,Howard et al CO,,,,-3.67
USA/MA-CDCBI-CRSP_O4LWBTEVLXCVEAKN/2021,9/25/2021,9,21J (Delta),USA,0,Massachusetts,B.1.617.2 (Delta),202138,OK355878,Homo sapiens,1.38,B.1.617.2,One month ago,North America,,Lemieux et al K,,Broad Institute Clinical Research Sequencing Platform,Broad Institute Genomic Center for Infectious Diseases,-3.67
Canislupusfamiliaris/THA/CU27791/2021,9/14/2021,8,21J (Delta),Thailand,0,Thailand,B.1.617.2 (Delta),202137,OK539641,Canis lupus familiaris,1.38,B.1.617.2,One week ago,Asia,,Jairak et al,,,,-3.67
THA/AFRIMS-COV4251/2021,7/31/2021,9,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202130,OK626718,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AF,,,,
THA/AFRIMS-COV2447/2021,7/16/2021,9,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202128,MZ888554,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Phutthasopit et al S,,,,
THA/AFRIMS-COV6950/2021,9/18/2021,10,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202137,OK626751,Homo sapiens,1.19,AY.1,3-7 days ago,Asia,,Phutthasophit et al AG,,,,-3.67
THA/AFRIMS-COV5140/2021,8/16/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202133,OK626732,Homo sapiens,1.2,,3-7 days ago,Asia,,Phutthasophit et al AH,,,,-3.67
THA/AFRIMS-COV2000/2021,7/12/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202128,MZ895505,Homo sapiens,1.2,B.1.617.2,Older,Asia,,Phutthasopit et al T,,,,
THA/AFRIMS-COV5218/2021,8/17/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202133,OK626733,Homo sapiens,1.2,,3-7 days ago,Asia,,Phutthasophit et al AI,,,,-3.67
THA/AFRIMS-COV3783/2021,7/28/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202130,OK626714,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AJ,,,,
THA/AFRIMS-COV4001/2021,7/29/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202130,OK626716,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AK,,,,
THA/AFRIMS-COV7501/2021,10/2/2021,9,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202139,OK626760,Homo sapiens,1.24,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al AL,,,,-3.67
THA/AFRIMS-COV4693/2021,8/7/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202131,OK626725,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AM,,,,
THA/AFRIMS-COV4812/2021,8/9/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202132,OK626727,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AN,,,,
THA/AFRIMS-COV5637/2021,8/25/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202134,OK626739,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AO,,,,-3.67
THA/AFRIMS-COV5012/2021,8/12/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202132,OK626729,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AP,,,,-3.67
THA/AFRIMS-COV4969/2021,8/10/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202132,OK626728,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AQ,,,,
THA/AFRIMS-COV6628/2021,9/11/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202136,OK626748,Homo sapiens,1.2,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al AR,,,,-3.67
THA/AFRIMS-COV7098/2021,9/22/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202138,OK626753,Homo sapiens,1.19,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al AS,,,,-3.67
THA/AFRIMS-COV7297/2021,9/27/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202139,OK626757,Homo sapiens,1.19,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al AT,,,,-3.67
THA/AFRIMS-COV7471/2021,10/1/2021,7,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202139,OK626759,Homo sapiens,1.13,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al AU,,,,-3.67
THA/AFRIMS-COV4433/2021,8/3/2021,10,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202131,OK626721,Homo sapiens,1.18,,3-7 days ago,Asia,,Phutthasophit et al AV,,,,
THA/AFRIMS-COV1530/2021,7/3/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202126,MZ888538,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Phutthasopit et al U,,,,
THA/AFRIMS-COV5370/2021,8/19/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202133,OK626735,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AW,,,,-3.67
THA/AFRIMS-COV5700/2021,8/26/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202134,OK626740,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al AX,,,,-3.67
THA/AFRIMS-COV1865/2021,7/10/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202127,MZ888544,Homo sapiens,1.2,B.1.617.2,Older,Asia,,Phutthasopit et al V,,,,
THA/AFRIMS-COV6452/2021,9/8/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202136,OK626746,Homo sapiens,1.29,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al AY,,,,-3.67
THA/AFRIMS-COV6700/2021,9/13/2021,9,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202137,OK626749,Homo sapiens,1.24,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al AZ,,,,-3.67
THA/AFRIMS-COV2805/2021,7/20/2021,9,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202129,OK626705,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al BA,,,,
THA/AFRIMS-COV4145/2021,7/30/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202130,OK626717,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al BB,,,,
THA/AFRIMS-COV2784/2021,7/20/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202129,OK626704,Homo sapiens,1.23,,3-7 days ago,Asia,,Phutthasophit et al BC,,,,
THA/AFRIMS-COV6994/2021,9/20/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202138,OK626752,Homo sapiens,1.21,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al BD,,,,-3.67
THA/AFRIMS-COV7372/2021,9/28/2021,8,21J (Delta),Thailand,0,Kamphaeng Phet,B.1.617.2 (Delta),202139,OK626758,Homo sapiens,1.19,B.1.617.2,3-7 days ago,Asia,,Phutthasophit et al BE,,,,-3.67
THA/AFRIMS-COV1515/2021,7/2/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202126,MZ888537,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Phutthasopit et al W,,,,
THA/AFRIMS-COV1538/2021,7/4/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202127,MZ888539,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Phutthasopit et al X,,,,
THA/AFRIMS-COV1677/2021,7/7/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202127,MZ888541,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Phutthasopit et al Y,,,,
THA/AFRIMS-COV2041/2021,7/12/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202128,MZ888547,Homo sapiens,1.19,B.1.617.2,Older,Asia,,Phutthasopit et al Z,,,,
THA/AFRIMS-COV3848/2021,7/28/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,B.1.617.2 (Delta),202130,OK626715,Homo sapiens,1.19,,3-7 days ago,Asia,,Phutthasophit et al BF,,,,
BHR/921068973/2021,6/26/2021,9,21J (Delta),Bahrain,,Bahrain,B.1.617.2 (Delta),202125,MZ620578,Homo sapiens,1.2,AY.29.1,Older,Asia,,Alwasti et al EP,,,,
BHR/21921736545_S52_L001/2021,10/22/2021,11,21J (Delta),Bahrain,0.01,Bahrain,B.1.617.2 (Delta),202142,OK626866,Homo sapiens,1.21,B.1.617.2,3-7 days ago,Asia,,Alwasti et al EQ,,,,8.57
England/QEUH-15D0818/2021,5/26/2021,8,21J (Delta),United Kingdom,,England,B.1.617.2 (Delta),202121,OU300111,Homo sapiens,1.23,AY.4,Older,Europe,,VanSteenhouse et al B,,Lighthouse Lab in Glasgow,Wellcome Sanger Institute,
England/PLYM-19DDBC3/2021,7/22/2021,8,21J (Delta),United Kingdom,,England,B.1.617.2 (Delta),202129,OU467771,Homo sapiens,1.22,AY.4,Older,Europe,,Lighthouse Laboratory et al,,Lighthouse Laboratory Plymouth,Wellcome Sanger Institute,
England/MILK-1802F60/2021,6/29/2021,9,21J (Delta),United Kingdom,,England,B.1.617.2 (Delta),202126,OU401286,Homo sapiens,1.22,AY.4,Older,Europe,,The Lighthouse Lab in Milton et al B,,Lighthouse Lab in Milton Keynes,Wellcome Sanger Institute,
England/QEUH-187153D/2021,7/4/2021,8,21J (Delta),United Kingdom,,England,B.1.617.2 (Delta),202127,OU423804,Homo sapiens,1.28,AY.4,Older,Europe,,VanSteenhouse et al B,,Lighthouse Lab in Glasgow,Wellcome Sanger Institute,
England/QEUH-1966321/2021,7/14/2021,8,21J (Delta),United Kingdom,,England,B.1.617.2 (Delta),202128,OU455750,Homo sapiens,1.22,AY.4,Older,Europe,,VanSteenhouse et al B,,Lighthouse Lab in Glasgow,Wellcome Sanger Institute,
England/ALDP-19BB30F/2021,7/20/2021,8,21J (Delta),United Kingdom,,England,B.1.617.2 (Delta),202129,OU462594,Homo sapiens,1.27,AY.4,Older,Europe,,Wynn et al B,,Lighthouse Lab in Alderley Park,Wellcome Sanger Institute,
England/PLYM-1C4E5DB/2021,8/21/2021,8,21J (Delta),United Kingdom,0,England,B.1.617.2 (Delta),202133,OU599788,Homo sapiens,1.22,AY.4,Older,Europe,,Lighthouse Laboratory et al,,Lighthouse Laboratory Plymouth,Wellcome Sanger Institute,8.11
OU570082,7/31/2021,8,21J (Delta),Germany,,Rheinland-Pfalz,B.1.617.2 (Delta),202130,OU570082,Homo sapiens,1.22,AY.4.5,Older,Europe,,? F,,"SYNLAB MVZ Trier, Feldstraße 26; 54290 Trier",Robert Koch Institute,
OU562767,7/7/2021,8,21J (Delta),United Kingdom,,England,B.1.617.2 (Delta),202127,OU562767,Homo sapiens,1.23,AY.4,Older,Europe,,? BF,,Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust,Northumbria University / South Tees Hospitals NHS Foundation Trust / North Cumbria Integrated Care NHS Foundation Trust / North Tees and Hartlepool NHS Foundation Trust / Newcastle Hospitals NHS Foundation Trust,
England/MILK-275321A/2021,10/13/2021,10,21J (Delta),United Kingdom,0.01,England,B.1.617.2 (Delta),202141,OU900501,Homo sapiens,1.24,AY.4,1-2 days ago,Europe,,The Lighthouse Lab in Milton et al B,,,,8.11
NZL/21MV0653/2021,7/29/2021,8,21J (Delta),New Zealand,,New Zealand,B.1.617.2 (Delta),202130,OK433269,Homo sapiens,1.23,AY.4,One month ago,Oceania,,Ren et al CX,,LabPLUS,Institute of Environmental Science and Research,
England/QEUH-1DA941C/2021,9/5/2021,8,21J (Delta),United Kingdom,0,England,B.1.617.2 (Delta),202136,OU664288,Homo sapiens,1.24,AY.4,Older,Europe,,VanSteenhouse et al B,,Lighthouse Lab in Glasgow,Wellcome Sanger Institute,8.11
OU706280,6/28/2021,8,21J (Delta),Slovakia,,Slovakia,B.1.617.2 (Delta),202126,OU706280,Homo sapiens,1.22,AY.4,Older,Europe,,? N,,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
